repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,temprorary,func
graphql-compiler,https://github.com/kensho-technologies/graphql-compiler/tree/master/graphql_compiler/tests/snapshot_tests/test_query_pagination.py,QueryPaginationTests,test_pagination_datetime_existing_filter$689,uuid4_field_info = {vertex_name: {'uuid': UUIDOrdering.LeftToRight} for vertex_name in schema_graph.vertex_class_names},uuid4_field_info = {vertex_name: {'uuid': UUIDOrdering.LeftToRight} for vertex_name in schema_graph.vertex_class_names},uuid4_field_info = {vertex_name: {'uuid': UUIDOrdering.LeftToRight} for vertex_name in schema_graph.vertex_class_names},"uuid4_field_info = dict()
for vertex_name in schema_graph.vertex_class_names:
    uuid4_field_info[vertex_name] = {'uuid': UUIDOrdering.LeftToRight}
",0,0,0,0
sunpy,https://github.com/sunpy/sunpy/tree/master/sunpy/util/metadata.py,MetaDict,removed_items$89,return {k: self.original_meta[k] for k in set(self.original_meta) - set(self)},return {k: self.original_meta[k] for k in set(self.original_meta) - set(self)},return {k: self.original_meta[k] for k in set(self.original_meta) - set(self)},"tmp_DictComp0 = dict()
for k in set(self.original_meta) - set(self):
    tmp_DictComp0[k] = self.original_meta[k]
return tmp_DictComp0",1,0,1,0
PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection/tree/master/ppdet/engine/trainer.py,Trainer,_init_metrics$162,"clsid2catid = {v: k for (k, v) in self.dataset.catid2clsid.items()} if self.mode == 'eval' else None","{v: k for (k, v) in self.dataset.catid2clsid.items()} if self.mode == 'eval' else None","{v: k for (k, v) in self.dataset.catid2clsid.items()} if self.mode == 'eval' else None","def my_comprehension_func(self):
    tmp_DictComp0 = dict()
    for (k, v) in self.dataset.catid2clsid.items():
        tmp_DictComp0[v] = k
    return tmp_DictComp0
clsid2catid = my_comprehension_func(self) if self.mode == 'eval' else None",1,1,1,0
dreamerv2,https://github.com/danijar/dreamerv2/tree/master/dreamerv2/agent.py,ActorCritic,train$229,"mets1 = {f'reward_{k}': v for (k, v) in mets1.items()}","mets1 = {f'reward_{k}': v for (k, v) in mets1.items()}","mets1 = {f'reward_{k}': v for (k, v) in mets1.items()}","tmp_DictComp0 = dict()
for (k, v) in mets1.items():
    tmp_DictComp0[f'reward_{k}'] = v
mets1 = tmp_DictComp0",1,0,1,0
karateclub,https://github.com/benedekrozemberczki/karateclub/tree/master/karateclub/community_detection/overlapping/nnsed.py,NNSED,get_memberships$113,memberships = {int(i): int(index[i]) for i in range(len(index))},memberships = {int(i): int(index[i]) for i in range(len(index))},memberships = {int(i): int(index[i]) for i in range(len(index))},"memberships = dict()
for i in range(len(index)):
    memberships[int(i)] = int(index[i])
",0,0,0,0
keystone,https://github.com/openstack/keystone/tree/master/keystone/api/role_inferences.py,RoleInferencesResource,get$28,role_dict = {role_ref['id']: role_ref for role_ref in PROVIDERS.role_api.list_roles()},role_dict = {role_ref['id']: role_ref for role_ref in PROVIDERS.role_api.list_roles()},role_dict = {role_ref['id']: role_ref for role_ref in PROVIDERS.role_api.list_roles()},"role_dict = dict()
for role_ref in PROVIDERS.role_api.list_roles():
    role_dict[role_ref['id']] = role_ref
",0,0,0,0
torba,https://github.com/lbryio/torba/tree/master/torba/server/mempool.py,MemPool,_accept_transactions$158,"return (deferred, {prevout: utxo_map[prevout] for prevout in unspent})","(deferred, {prevout: utxo_map[prevout] for prevout in unspent})","(deferred, {prevout: utxo_map[prevout] for prevout in unspent})","tmp_DictComp0 = dict()
for prevout in unspent:
    tmp_DictComp0[prevout] = utxo_map[prevout]
return (deferred, tmp_DictComp0)",1,0,1,0
mlrun,https://github.com/mlrun/mlrun/tree/master/mlrun/api/api/endpoints/feature_store.py,,list_feature_vectors_tags$605,feature_vector_name_to_tag = {tag_tuple[1]: tag_tuple[2] for tag_tuple in tag_tuples},feature_vector_name_to_tag = {tag_tuple[1]: tag_tuple[2] for tag_tuple in tag_tuples},feature_vector_name_to_tag = {tag_tuple[1]: tag_tuple[2] for tag_tuple in tag_tuples},"feature_vector_name_to_tag = dict()
for tag_tuple in tag_tuples:
    feature_vector_name_to_tag[tag_tuple[1]] = tag_tuple[2]
",0,0,0,0
video_analyst,https://github.com/MegviiDetection/video_analyst/tree/master/videoanalyst/evaluation/got_benchmark/experiments/lasot.py,ExperimentLaSOT,plot_curves$183,"performance = {k: v for (k, v) in performance.items() if k in tracker_names}","performance = {k: v for (k, v) in performance.items() if k in tracker_names}","performance = {k: v for (k, v) in performance.items() if k in tracker_names}","tmp_DictComp0 = dict()
for (k, v) in performance.items():
    if k in tracker_names:
        tmp_DictComp0[k] = v
performance = tmp_DictComp0",1,0,1,0
core,https://github.com/home-assistant/core/tree/master/homeassistant/components/zha/api.py,,async_load_api$943,cluster_channels = {ch.name: ch for pool in zha_device.channels.pools for ch in pool.claimed_channels.values()},cluster_channels = {ch.name: ch for pool in zha_device.channels.pools for ch in pool.claimed_channels.values()},cluster_channels = {ch.name: ch for pool in zha_device.channels.pools for ch in pool.claimed_channels.values()},"cluster_channels = dict()
for pool in zha_device.channels.pools:
    for ch in pool.claimed_channels.values():
        cluster_channels[ch.name] = ch
",0,0,0,0
jurigged,https://github.com/breuleux/jurigged/tree/master/jurigged/loop/richloop.py,RichDeveloopRunner,register_updates$364,"self._gvn.update({k: v for (k, v) in d.items() if not k.startswith('#') and (not k.startswith('$'))})","self._gvn.update({k: v for (k, v) in d.items() if not k.startswith('#') and (not k.startswith('$'))})","self._gvn.update({k: v for (k, v) in d.items() if not k.startswith('#') and (not k.startswith('$'))})","tmp_DictComp0 = dict()
for (k, v) in d.items():
    if not k.startswith('#') and (not k.startswith('$')):
        tmp_DictComp0[k] = v
self._gvn.update(tmp_DictComp0)",1,0,1,0
jiant,https://github.com/nyu-mll/jiant/tree/master/jiant/utils/torch_utils.py,,get_only_requires_grad$86,"return {n: p for (n, p) in parameters if p.requires_grad == requires_grad}","return {n: p for (n, p) in parameters if p.requires_grad == requires_grad}","return {n: p for (n, p) in parameters if p.requires_grad == requires_grad}","tmp_DictComp0 = dict()
for (n, p) in parameters:
    if p.requires_grad == requires_grad:
        tmp_DictComp0[n] = p
return tmp_DictComp0",1,0,1,0
data-validation,https://github.com/tensorflow/data-validation/tree/master/tensorflow_data_validation/statistics/stats_options.py,StatsOptions,from_json$289,"options_dict['_per_feature_weight_override'] = {types.FeaturePath.from_json(k): v for (k, v) in per_feature_weight_override_json.items()}","options_dict['_per_feature_weight_override'] = {types.FeaturePath.from_json(k): v for (k, v) in per_feature_weight_override_json.items()}","options_dict['_per_feature_weight_override'] = {types.FeaturePath.from_json(k): v for (k, v) in per_feature_weight_override_json.items()}","options_dict['_per_feature_weight_override'] = dict()
for (k, v) in per_feature_weight_override_json.items():
    options_dict['_per_feature_weight_override'][types.FeaturePath.from_json(k)] = v
",0,0,0,0
stellargraph,https://github.com/stellargraph/stellargraph/tree/master/stellargraph/data/epgm.py,EPGM,to_nx_OLD$319,self.G_nx[graph_id] = {v: [e[1] for e in edges if e[0] == v] for v in nodes},self.G_nx[graph_id] = {v: [e[1] for e in edges if e[0] == v] for v in nodes},self.G_nx[graph_id] = {v: [e[1] for e in edges if e[0] == v] for v in nodes},"self.G_nx[graph_id] = dict()
for v in nodes:
    self.G_nx[graph_id][v] = [e[1] for e in edges if e[0] == v]
",0,0,0,0
xarray,https://github.com/pydata/xarray/tree/master/xarray/tests/test_dataarray.py,TestReduce3D,test_argmin_dim$5226,"minindices_xy = {key: xr.where(nanindices_xy[key] == None, minindices_xy[key], nanindices_xy[key]) for key in minindices_xy}","minindices_xy = {key: xr.where(nanindices_xy[key] == None, minindices_xy[key], nanindices_xy[key]) for key in minindices_xy}","minindices_xy = {key: xr.where(nanindices_xy[key] == None, minindices_xy[key], nanindices_xy[key]) for key in minindices_xy}","tmp_DictComp0 = dict()
for key in minindices_xy:
    tmp_DictComp0[key] = xr.where(nanindices_xy[key] == None, minindices_xy[key], nanindices_xy[key])
minindices_xy = tmp_DictComp0",1,0,1,0
model_search,https://github.com/google/model_search/tree/master/model_search/data/csv_data_for_binary.py,Provider,input_fn$69,"features = {str(i): tensor for (i, tensor) in enumerate(args)}","features = {str(i): tensor for (i, tensor) in enumerate(args)}","features = {str(i): tensor for (i, tensor) in enumerate(args)}","features = dict()
for (i, tensor) in enumerate(args):
    features[str(i)] = tensor
",0,0,0,0
NVTabular,https://github.com/NVIDIA-Merlin/NVTabular/tree/master/nvtabular/ops/groupby.py,,_ensure_agg_dict$269,"return {k: v for (k, v) in _aggs.items() if k in _allowed_cols}","return {k: v for (k, v) in _aggs.items() if k in _allowed_cols}","return {k: v for (k, v) in _aggs.items() if k in _allowed_cols}","tmp_DictComp0 = dict()
for (k, v) in _aggs.items():
    if k in _allowed_cols:
        tmp_DictComp0[k] = v
return tmp_DictComp0",1,0,1,0
pyjanitor,https://github.com/pyjanitor-devs/pyjanitor/tree/master/janitor/functions/pivot.py,,_final_frame_longer$1098,"index = {name: arr[indexer] for (name, arr) in index.items()}","index = {name: arr[indexer] for (name, arr) in index.items()}","index = {name: arr[indexer] for (name, arr) in index.items()}","tmp_DictComp0 = dict()
for (name, arr) in index.items():
    tmp_DictComp0[name] = arr[indexer]
index = tmp_DictComp0",1,0,1,0
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/base/plugins/agent_based/docker_node_info.py,,inventory_docker_node_info$54,"yield TableRow(path=swarm_manager_path, key_columns={'NodeID': swarm_manager['NodeID']}, inventory_columns={k: v for (k, v) in swarm_manager.items() if k != 'NodeID'}, status_columns={})","inventory_columns={k: v for (k, v) in swarm_manager.items() if k != 'NodeID'}","inventory_columns={k: v for (k, v) in swarm_manager.items() if k != 'NodeID'}","tmp_DictComp0 = dict()
for (k, v) in swarm_manager.items():
    if k != 'NodeID':
        tmp_DictComp0[k] = v
yield TableRow(path=swarm_manager_path, key_columns={'NodeID': swarm_manager['NodeID']}, inventory_columns=tmp_DictComp0, status_columns={})",1,0,1,0
rasa,https://github.com/RasaHQ/rasa/tree/master/rasa/shared/core/events.py,UserUttered,_entity_string$632,"return json.dumps({entity[ENTITY_ATTRIBUTE_TYPE]: entity[ENTITY_ATTRIBUTE_VALUE] for entity in self.entities}, ensure_ascii=False)","json.dumps({entity[ENTITY_ATTRIBUTE_TYPE]: entity[ENTITY_ATTRIBUTE_VALUE] for entity in self.entities}, ensure_ascii=False)","json.dumps({entity[ENTITY_ATTRIBUTE_TYPE]: entity[ENTITY_ATTRIBUTE_VALUE] for entity in self.entities}, ensure_ascii=False)","tmp_DictComp0 = dict()
for entity in self.entities:
    tmp_DictComp0[entity[ENTITY_ATTRIBUTE_TYPE]] = entity[ENTITY_ATTRIBUTE_VALUE]
return json.dumps(tmp_DictComp0, ensure_ascii=False)",1,0,1,0
networkx,https://github.com/networkx/networkx/tree/master/networkx/generators/geometric.py,,random_geometric_graph$111,pos = {v: [seed.random() for i in range(dim)] for v in nodes},pos = {v: [seed.random() for i in range(dim)] for v in nodes},pos = {v: [seed.random() for i in range(dim)] for v in nodes},"pos = dict()
for v in nodes:
    pos[v] = [seed.random() for i in range(dim)]
",0,0,0,0
SMARTS,https://github.com/huawei-noah/SMARTS/tree/master/ultra/ultra/baselines/dqn/dqn/policy.py,DQNPolicy,learn$354,"out.update({'loss/td{}'.format(j): {'type': 'scalar', 'data': td_loss[j].data.cpu().numpy(), 'freq': 10} for j in range(len(td_loss))})","out.update({'loss/td{}'.format(j): {'type': 'scalar', 'data': td_loss[j].data.cpu().numpy(), 'freq': 10} for j in range(len(td_loss))})","out.update({'loss/td{}'.format(j): {'type': 'scalar', 'data': td_loss[j].data.cpu().numpy(), 'freq': 10} for j in range(len(td_loss))})","tmp_DictComp0 = dict()
for j in range(len(td_loss)):
    tmp_DictComp0['loss/td{}'.format(j)] = {'type': 'scalar', 'data': td_loss[j].data.cpu().numpy(), 'freq': 10}
out.update(tmp_DictComp0)",1,0,1,0
airflow,https://github.com/apache/airflow/tree/master/airflow/providers/odbc/hooks/odbc.py,OdbcHook,connection_extra_lower$92,"return {k.lower(): v for (k, v) in self.connection.extra_dejson.items()}","return {k.lower(): v for (k, v) in self.connection.extra_dejson.items()}","return {k.lower(): v for (k, v) in self.connection.extra_dejson.items()}","tmp_DictComp0 = dict()
for (k, v) in self.connection.extra_dejson.items():
    tmp_DictComp0[k.lower()] = v
return tmp_DictComp0",1,0,1,0
neutron,https://github.com/openstack/neutron/tree/master/neutron/tests/unit/agent/ovn/metadata/test_agent.py,TestMetadataAgent,test_get_networks$128,"expected_networks = {str(i): str(i) for i in range(0, 4)}","expected_networks = {str(i): str(i) for i in range(0, 4)}","expected_networks = {str(i): str(i) for i in range(0, 4)}","expected_networks = dict()
for i in range(0, 4):
    expected_networks[str(i)] = str(i)
",0,0,0,0
pororo,https://github.com/kakaobrain/pororo/tree/master/pororo/models/tts/utils/text.py,,to_sequence$57,"transform_dict = {s: i for (i, s) in enumerate(_other_symbols() + list(hp.phonemes if use_phonemes else hp.characters))}","transform_dict = {s: i for (i, s) in enumerate(_other_symbols() + list(hp.phonemes if use_phonemes else hp.characters))}","transform_dict = {s: i for (i, s) in enumerate(_other_symbols() + list(hp.phonemes if use_phonemes else hp.characters))}","transform_dict = dict()
for (i, s) in enumerate(_other_symbols() + list(hp.phonemes if use_phonemes else hp.characters)):
    transform_dict[s] = i
",0,0,0,0
deep-learning-for-image-processing,https://github.com/WZMIAOMIAO/deep-learning-for-image-processing/tree/master/pytorch_object_detection/train_coco_dataset/train_utils/distributed_utils.py,,reduce_dict$92,"reduced_dict = {k: v for (k, v) in zip(names, values)}","reduced_dict = {k: v for (k, v) in zip(names, values)}","reduced_dict = {k: v for (k, v) in zip(names, values)}","reduced_dict = dict()
for (k, v) in zip(names, values):
    reduced_dict[k] = v
",0,0,0,0
adapter-transformers,https://github.com/Adapter-Hub/adapter-transformers/tree/master/src/transformers/trainer_utils.py,RemoveColumnsCollator,_remove_columns$678,"return {k: v for (k, v) in feature.items() if k in self.signature_columns}","return {k: v for (k, v) in feature.items() if k in self.signature_columns}","return {k: v for (k, v) in feature.items() if k in self.signature_columns}","tmp_DictComp0 = dict()
for (k, v) in feature.items():
    if k in self.signature_columns:
        tmp_DictComp0[k] = v
return tmp_DictComp0",1,0,1,0
trackerjacker,https://github.com/calebmadrigal/trackerjacker/tree/master/trackerjacker/config_management.py,,build_config$212,"config_from_args = {k: v for (k, v) in config_from_args.items() if v is not None and k not in non_config_args}","config_from_args = {k: v for (k, v) in config_from_args.items() if v is not None and k not in non_config_args}","config_from_args = {k: v for (k, v) in config_from_args.items() if v is not None and k not in non_config_args}","tmp_DictComp0 = dict()
for (k, v) in config_from_args.items():
    if v is not None and k not in non_config_args:
        tmp_DictComp0[k] = v
config_from_args = tmp_DictComp0",1,0,1,0
