repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,tempor,func
edx-platform,https://github.com/edx/edx-platform/tree/master/lms/djangoapps/course_blocks/transformers/library_content.py,ContentLibraryOrderTransformer,transform$214,current_children_blocks = {block.block_id for block in library_children},current_children_blocks = {block.block_id for block in library_children},current_children_blocks = {block.block_id for block in library_children},"current_children_blocks = set()
for block in library_children:
    current_children_blocks.add(block.block_id)
",0,0,0,0
poetry,https://github.com/sheepzh/poetry/tree/master/src/poetry/repositories/pypi_repository.py,PyPiRepository,_get_info_from_urls$333,py3_requires_dist = {Dependency.create_from_pep_508(r).to_pep_508() for r in py3_info.requires_dist},py3_requires_dist = {Dependency.create_from_pep_508(r).to_pep_508() for r in py3_info.requires_dist},py3_requires_dist = {Dependency.create_from_pep_508(r).to_pep_508() for r in py3_info.requires_dist},"py3_requires_dist = set()
for r in py3_info.requires_dist:
    py3_requires_dist.add(Dependency.create_from_pep_508(r).to_pep_508())
",0,0,0,0
sopel,https://github.com/sopel-irc/sopel/tree/master/sopel/bot.py,Sopel,post_setup$317,"defined_options = {settings.parser.optionxform(opt) for (opt, _) in inspect.getmembers(section) if not opt.startswith('_')}","defined_options = {settings.parser.optionxform(opt) for (opt, _) in inspect.getmembers(section) if not opt.startswith('_')}","defined_options = {settings.parser.optionxform(opt) for (opt, _) in inspect.getmembers(section) if not opt.startswith('_')}","defined_options = set()
for (opt, _) in inspect.getmembers(section):
    if not opt.startswith('_'):
        defined_options.add(settings.parser.optionxform(opt))
",0,0,0,0
brian2,https://github.com/brian-team/brian2/tree/master/brian2/sphinxext/docscrape.py,ClassDoc,properties$527,"class_members = {name for (name, func) in getattr(self._cls, '__dict__').items() if not name.startswith('_') and (func is None or inspect.isdatadescriptor(func))}","class_members = {name for (name, func) in getattr(self._cls, '__dict__').items() if not name.startswith('_') and (func is None or inspect.isdatadescriptor(func))}","class_members = {name for (name, func) in getattr(self._cls, '__dict__').items() if not name.startswith('_') and (func is None or inspect.isdatadescriptor(func))}","class_members = set()
for (name, func) in getattr(self._cls, '__dict__').items():
    if not name.startswith('_') and (func is None or inspect.isdatadescriptor(func)):
        class_members.add(name)
",0,0,0,0
wagtail,https://github.com/wagtail/wagtail/tree/master/wagtail/search/tests/test_backends.py,BackendTests,test_not$643,"self.assertSetEqual({r.title for r in results}, all_other_titles)","self.assertSetEqual({r.title for r in results}, all_other_titles)","self.assertSetEqual({r.title for r in results}, all_other_titles)","tmp_SetComp0 = set()
for r in results:
    tmp_SetComp0.add(r.title)
self.assertSetEqual(tmp_SetComp0, all_other_titles)",1,0,1,0
tfx,https://github.com/tensorflow/tfx/tree/master/tfx/dsl/compiler/compiler_utils.py,,_component_has_task_dependency$150,all_deps = {node.id for node in node.upstream_nodes},all_deps = {node.id for node in node.upstream_nodes},all_deps = {node.id for node in node.upstream_nodes},"all_deps = set()
for node in node.upstream_nodes:
    all_deps.add(node.id)
",0,0,0,0
great_expectations,https://github.com/great-expectations/great_expectations/tree/master/tests/data_context/store/test_store_backends.py,,test_TupleS3StoreBackend_with_prefix$553,"assert {s3_object_info['Key'] for s3_object_info in boto3.client('s3').list_objects_v2(Bucket=bucket, Prefix=prefix)['Contents']} == {'this_is_a_test_prefix/.ge_store_backend_id', 'this_is_a_test_prefix/my_file_AAA'}","{s3_object_info['Key'] for s3_object_info in boto3.client('s3').list_objects_v2(Bucket=bucket, Prefix=prefix)['Contents']} == {'this_is_a_test_prefix/.ge_store_backend_id', 'this_is_a_test_prefix/my_file_AAA'}","{s3_object_info['Key'] for s3_object_info in boto3.client('s3').list_objects_v2(Bucket=bucket, Prefix=prefix)['Contents']} == {'this_is_a_test_prefix/.ge_store_backend_id', 'this_is_a_test_prefix/my_file_AAA'}","tmp_SetComp0 = set()
for s3_object_info in boto3.client('s3').list_objects_v2(Bucket=bucket, Prefix=prefix)['Contents']:
    tmp_SetComp0.add(s3_object_info['Key'])
assert tmp_SetComp0 == {'this_is_a_test_prefix/.ge_store_backend_id', 'this_is_a_test_prefix/my_file_AAA'}",1,0,1,0
subliminal,https://github.com/Diaoul/subliminal/tree/master/tests/test_legendastv.py,,test_search_titles_movie$137,assert {t['title'] for t in titles.values()} == {movies['interstellar'].title},{t['title'] for t in titles.values()} == {movies['interstellar'].title},{t['title'] for t in titles.values()} == {movies['interstellar'].title},"tmp_SetComp0 = set()
for t in titles.values():
    tmp_SetComp0.add(t['title'])
assert tmp_SetComp0 == {movies['interstellar'].title}",1,0,1,0
hypothesis,https://github.com/HypothesisWorks/hypothesis/tree/master/hypothesis-python/src/hypothesis/extra/ghostwriter.py,,magic$758,"returns = {get_type_hints(f).get('return', sentinel) for f in group}","returns = {get_type_hints(f).get('return', sentinel) for f in group}","returns = {get_type_hints(f).get('return', sentinel) for f in group}","returns = set()
for f in group:
    returns.add(get_type_hints(f).get('return', sentinel))
",0,0,0,0
frappe,https://github.com/frappe/frappe/tree/master/frappe/core/doctype/communication/communication.py,Communication,_get_emails_list$203,return [email.lower() for email in {parse_addr(email)[1] for email in emails} if email], for email in {parse_addr(email)[1] for email in emails} if email, for email in {parse_addr(email)[1] for email in emails} if email,"tmp_SetComp0 = set()
for email in emails:
    tmp_SetComp0.add(parse_addr(email)[1])
return [email.lower() for email in {parse_addr(email)[1] for email in emails} if email]",1,0,1,0
checkov,https://github.com/bridgecrewio/checkov/tree/master/tests/terraform/checks/resource/aws/test_ElasticsearchEncryption.py,TestElasticsearchEncryption,test$10,passed_check_resources = {c.resource for c in report.passed_checks},passed_check_resources = {c.resource for c in report.passed_checks},passed_check_resources = {c.resource for c in report.passed_checks},"passed_check_resources = set()
for c in report.passed_checks:
    passed_check_resources.add(c.resource)
",0,0,0,0
flake8-bugbear,https://github.com/PyCQA/flake8-bugbear/tree/master//bugbear.py,BugBearVisitor,check_for_b025$951,duplicates = sorted({x for x in seen if seen.count(x) > 1}),sorted({x for x in seen if seen.count(x) > 1}),sorted({x for x in seen if seen.count(x) > 1}),"tmp_SetComp0 = set()
for x in seen:
    if seen.count(x) > 1:
        tmp_SetComp0.add(x)
duplicates = sorted(tmp_SetComp0)",1,0,1,0
MinkowskiEngine,https://github.com/NVIDIA/MinkowskiEngine/tree/master/tests/python/tensor_field.py,TestTensorField,test$39,"self.assertTrue({0.5, 2.5, 5.5, 7} == {a for a in stensor.F.squeeze().detach().numpy()})","{0.5, 2.5, 5.5, 7} == {a for a in stensor.F.squeeze().detach().numpy()}","{0.5, 2.5, 5.5, 7} == {a for a in stensor.F.squeeze().detach().numpy()}","tmp_SetComp0 = set()
for a in stensor.F.squeeze().detach().numpy():
    tmp_SetComp0.add(a)
self.assertTrue({0.5, 2.5, 5.5, 7} == tmp_SetComp0)",1,0,1,0
synapse,https://github.com/matrix-org/synapse/tree/master/synapse/storage/databases/main/event_federation.py,EventFederationWorkerStore,_get_auth_chain_difference_txn$574,"return {eid for (eid, n) in event_to_missing_sets.items() if n}","return {eid for (eid, n) in event_to_missing_sets.items() if n}","return {eid for (eid, n) in event_to_missing_sets.items() if n}","tmp_SetComp0 = set()
for (eid, n) in event_to_missing_sets.items():
    if n:
        tmp_SetComp0.add(eid)
return tmp_SetComp0",1,0,1,0
retopoflow,https://github.com/CGCookie/retopoflow/tree/master/retopoflow/rfmesh/rfmesh_wrapper.py,RFFace,get_verts$536,return {RFVert(bmv) for bmv in bmvs},return {RFVert(bmv) for bmv in bmvs},return {RFVert(bmv) for bmv in bmvs},"tmp_SetComp0 = set()
for bmv in bmvs:
    tmp_SetComp0.add(RFVert(bmv))
return tmp_SetComp0",1,0,1,0
xarray,https://github.com/pydata/xarray/tree/master/xarray/backends/pseudonetcdf_.py,PseudoNetCDFDataStore,get_encoding$93,return {'unlimited_dims': {k for k in self.ds.dimensions if self.ds.dimensions[k].isunlimited()}},{'unlimited_dims': {k for k in self.ds.dimensions if self.ds.dimensions[k].isunlimited()}},{'unlimited_dims': {k for k in self.ds.dimensions if self.ds.dimensions[k].isunlimited()}},"tmp_SetComp0 = set()
for k in self.ds.dimensions:
    if self.ds.dimensions[k].isunlimited():
        tmp_SetComp0.add(k)
return {'unlimited_dims': tmp_SetComp0}",1,0,1,0
podman-compose,https://github.com/containers/podman-compose/tree/master//podman_compose.py,,compose_pull$1322,local_images = {cnt['image'] for cnt in img_containers if is_local(cnt)},local_images = {cnt['image'] for cnt in img_containers if is_local(cnt)},local_images = {cnt['image'] for cnt in img_containers if is_local(cnt)},"local_images = set()
for cnt in img_containers:
    if is_local(cnt):
        local_images.add(cnt['image'])
",0,0,0,0
optuna,https://github.com/optuna/optuna/tree/master/tests/test_multi_objective.py,,test_get_pareto_front_trials_2d$14,"assert {_trial_to_values(t) for t in _get_pareto_front_trials_2d(study.trials, study.directions)} == set()","{_trial_to_values(t) for t in _get_pareto_front_trials_2d(study.trials, study.directions)} == set()","{_trial_to_values(t) for t in _get_pareto_front_trials_2d(study.trials, study.directions)} == set()","tmp_SetComp0 = set()
for t in _get_pareto_front_trials_2d(study.trials, study.directions):
    tmp_SetComp0.add(_trial_to_values(t))
assert tmp_SetComp0 == set()",1,0,1,0
urh,https://github.com/jopohl/urh/tree/master/src/urh/awre/engines/AddressEngine.py,AddressEngine,__find_broadcast_fields$289,msg_with_dst = {i for dst_address_field in dst_address_fields for i in dst_address_field.message_indices},msg_with_dst = {i for dst_address_field in dst_address_fields for i in dst_address_field.message_indices},msg_with_dst = {i for dst_address_field in dst_address_fields for i in dst_address_field.message_indices},"msg_with_dst = set()
for dst_address_field in dst_address_fields:
    for i in dst_address_field.message_indices:
        msg_with_dst.add(i)
",0,0,0,0
pre-commit,https://github.com/pre-commit/pre-commit/tree/master/tests/clientlib_test.py,,test_warn_additional$535,"allowed_keys = {item.key for item in schema.items if hasattr(item, 'key')}","allowed_keys = {item.key for item in schema.items if hasattr(item, 'key')}","allowed_keys = {item.key for item in schema.items if hasattr(item, 'key')}","allowed_keys = set()
for item in schema.items:
    if hasattr(item, 'key'):
        allowed_keys.add(item.key)
",0,0,0,0
checkov,https://github.com/bridgecrewio/checkov/tree/master/tests/cloudformation/graph/graph_runner/test_running_graph_checks.py,TestRunningGraphChecks,test_runner_sam$26,passed_check_resources = {c.resource for c in report.passed_checks},passed_check_resources = {c.resource for c in report.passed_checks},passed_check_resources = {c.resource for c in report.passed_checks},"passed_check_resources = set()
for c in report.passed_checks:
    passed_check_resources.add(c.resource)
",0,0,0,0
saleor,https://github.com/saleor/saleor/tree/master/saleor/product/tests/test_tasks.py,,test_update_variants_names$69,assert {arg.pk for arg in args[1]} == {size_attribute.pk},{arg.pk for arg in args[1]} == {size_attribute.pk},{arg.pk for arg in args[1]} == {size_attribute.pk},"tmp_SetComp0 = set()
for arg in args[1]:
    tmp_SetComp0.add(arg.pk)
assert tmp_SetComp0 == {size_attribute.pk}",1,0,1,0
faust,https://github.com/robinhood/faust/tree/master/faust/assignor/cluster_assignment.py,ClusterAssignment,topics$33,return {topic for sub in self.subscriptions.values() for topic in sub},return {topic for sub in self.subscriptions.values() for topic in sub},return {topic for sub in self.subscriptions.values() for topic in sub},"tmp_SetComp0 = set()
for sub in self.subscriptions.values():
    for topic in sub:
        tmp_SetComp0.add(topic)
return tmp_SetComp0",1,0,1,0
core,https://github.com/home-assistant/core/tree/master/homeassistant/components/homekit/util.py,,async_find_next_available_port$447,exclude_ports = {entry.data[CONF_PORT] for entry in hass.config_entries.async_entries(DOMAIN) if CONF_PORT in entry.data},exclude_ports = {entry.data[CONF_PORT] for entry in hass.config_entries.async_entries(DOMAIN) if CONF_PORT in entry.data},exclude_ports = {entry.data[CONF_PORT] for entry in hass.config_entries.async_entries(DOMAIN) if CONF_PORT in entry.data},"exclude_ports = set()
for entry in hass.config_entries.async_entries(DOMAIN):
    if CONF_PORT in entry.data:
        exclude_ports.add(entry.data[CONF_PORT])
",0,0,0,0
quodlibet,https://github.com/quodlibet/quodlibet/tree/master/quodlibet/browsers/filesystem.py,FileSystem,__drag_data_get$121,uris = list({fsn2uri(dir) for dir in dirs}),list({fsn2uri(dir) for dir in dirs}),list({fsn2uri(dir) for dir in dirs}),"tmp_SetComp0 = set()
for dir in dirs:
    tmp_SetComp0.add(fsn2uri(dir))
uris = list(tmp_SetComp0)",1,0,1,0
beets,https://github.com/beetbox/beets/tree/master/test/test_importer.py,GroupAlbumsImportTest,test_incremental$1082,albums = {album.album for album in self.lib.albums()},albums = {album.album for album in self.lib.albums()},albums = {album.album for album in self.lib.albums()},"albums = set()
for album in self.lib.albums():
    albums.add(album.album)
",0,0,0,0
addons-server,https://github.com/mozilla/addons-server/tree/master/src/olympia/addons/tests/test_views.py,TestAddonAutoCompleteSearchView,test_sort_ignored$5321,"assert {itm['id'] for itm in data['results']} == {addon2.pk, addon.pk}","{itm['id'] for itm in data['results']} == {addon2.pk, addon.pk}","{itm['id'] for itm in data['results']} == {addon2.pk, addon.pk}","tmp_SetComp0 = set()
for itm in data['results']:
    tmp_SetComp0.add(itm['id'])
assert tmp_SetComp0 == {addon2.pk, addon.pk}",1,0,1,0
slither,https://github.com/crytic/slither/tree/master/slither/detectors/reentrancy/reentrancy_benign.py,ReentrancyBenign,find_reentrancies$53,"not_read_then_written = {FindingValue(v, node, tuple(sorted(nodes, key=lambda x: x.node_id))) for (v, nodes) in node.context[self.KEY].written.items() if v not in read_then_written}","not_read_then_written = {FindingValue(v, node, tuple(sorted(nodes, key=lambda x: x.node_id))) for (v, nodes) in node.context[self.KEY].written.items() if v not in read_then_written}","not_read_then_written = {FindingValue(v, node, tuple(sorted(nodes, key=lambda x: x.node_id))) for (v, nodes) in node.context[self.KEY].written.items() if v not in read_then_written}","not_read_then_written = set()
for (v, nodes) in node.context[self.KEY].written.items():
    if v not in read_then_written:
        not_read_then_written.add(FindingValue(v, node, tuple(sorted(nodes, key=lambda x: x.node_id))))
",0,0,0,0
sparseml,https://github.com/neuralmagic/sparseml/tree/master/tests/sparseml/pytorch/optim/test_modifier_pruning.py,,_test_state_dict_save_load$52,param_names = {mask_name.split('.sparsity_mask')[0] for mask_name in state_dict},param_names = {mask_name.split('.sparsity_mask')[0] for mask_name in state_dict},param_names = {mask_name.split('.sparsity_mask')[0] for mask_name in state_dict},"param_names = set()
for mask_name in state_dict:
    param_names.add(mask_name.split('.sparsity_mask')[0])
",0,0,0,0
indico,https://github.com/indico/indico/tree/master/indico/modules/rb/schemas.py,SettingsSchema,_check_tileserver_url_placeholders$494,"missing = {x for x in ('{x}', '{y}', '{z}') if x not in tileserver_url}","missing = {x for x in ('{x}', '{y}', '{z}') if x not in tileserver_url}","missing = {x for x in ('{x}', '{y}', '{z}') if x not in tileserver_url}","missing = set()
for x in ('{x}', '{y}', '{z}'):
    if x not in tileserver_url:
        missing.add(x)
",0,0,0,0
