repo_name,file_html,cl,me,complicate_code,simple_code
SSL4MIS,https://github.com/HiLab-git/SSL4MIS/tree/master/code/train_fully_supervised_3D.py,,train$55,"for (i_batch, sampled_batch) in enumerate(trainloader):
    (volume_batch, label_batch) = (sampled_batch['image'], sampled_batch['label'])
    (volume_batch, label_batch) = (volume_batch.cuda(), label_batch.cuda())
    outputs = model(volume_batch)
    outputs_soft = torch.softmax(outputs, dim=1)
    loss_ce = ce_loss(outputs, label_batch)
    loss_dice = dice_loss(outputs_soft, label_batch.unsqueeze(1))
    loss = 0.5 * (loss_dice + loss_ce)
    optimizer.zero_grad()
    loss.backward()
    optimizer.step()
    lr_ = base_lr * (1.0 - iter_num / max_iterations) ** 0.9
    for param_group in optimizer.param_groups:
        param_group['lr'] = lr_
    iter_num = iter_num + 1
    writer.add_scalar('info/lr', lr_, iter_num)
    writer.add_scalar('info/total_loss', loss, iter_num)
    writer.add_scalar('info/loss_ce', loss_ce, iter_num)
    writer.add_scalar('info/loss_dice', loss_dice, iter_num)
    logging.info('iteration %d : loss : %f, loss_ce: %f, loss_dice: %f' % (iter_num, loss.item(), loss_ce.item(), loss_dice.item()))
    writer.add_scalar('loss/loss', loss, iter_num)
    if iter_num % 20 == 0:
        image = volume_batch[0, 0:1, :, :, 20:61:10].permute(3, 0, 1, 2).repeat(1, 3, 1, 1)
        grid_image = make_grid(image, 5, normalize=True)
        writer.add_image('train/Image', grid_image, iter_num)
        image = outputs_soft[0, 1:2, :, :, 20:61:10].permute(3, 0, 1, 2).repeat(1, 3, 1, 1)
        grid_image = make_grid(image, 5, normalize=False)
        writer.add_image('train/Predicted_label', grid_image, iter_num)
        image = label_batch[0, :, :, 20:61:10].unsqueeze(0).permute(3, 0, 1, 2).repeat(1, 3, 1, 1)
        grid_image = make_grid(image, 5, normalize=False)
        writer.add_image('train/Groundtruth_label', grid_image, iter_num)
    if iter_num > 0 and iter_num % 200 == 0:
        model.eval()
        avg_metric = test_all_case(model, args.root_path, test_list='val.txt', num_classes=2, patch_size=args.patch_size, stride_xy=64, stride_z=64)
        if avg_metric[:, 0].mean() > best_performance:
            best_performance = avg_metric[:, 0].mean()
            save_mode_path = os.path.join(snapshot_path, 'iter_{}_dice_{}.pth'.format(iter_num, round(best_performance, 4)))
            save_best = os.path.join(snapshot_path, '{}_best_model.pth'.format(args.model))
            torch.save(model.state_dict(), save_mode_path)
            torch.save(model.state_dict(), save_best)
        writer.add_scalar('info/val_dice_score', avg_metric[0, 0], iter_num)
        writer.add_scalar('info/val_hd95', avg_metric[0, 1], iter_num)
        logging.info('iteration %d : dice_score : %f hd95 : %f' % (iter_num, avg_metric[0, 0].mean(), avg_metric[0, 1].mean()))
        model.train()
    if iter_num % 3000 == 0:
        save_mode_path = os.path.join(snapshot_path, 'iter_' + str(iter_num) + '.pth')
        torch.save(model.state_dict(), save_mode_path)
        logging.info('save model to {}'.format(save_mode_path))
    if iter_num >= max_iterations:
        break","for e_target in enumerate(trainloader):
    sampled_batch = e_target[1]
    i_batch = e_target[0]
    (volume_batch, label_batch) = (sampled_batch['image'], sampled_batch['label'])
    (volume_batch, label_batch) = (volume_batch.cuda(), label_batch.cuda())
    outputs = model(volume_batch)
    outputs_soft = torch.softmax(outputs, dim=1)
    loss_ce = ce_loss(outputs, label_batch)
    loss_dice = dice_loss(outputs_soft, label_batch.unsqueeze(1))
    loss = 0.5 * (loss_dice + loss_ce)
    optimizer.zero_grad()
    loss.backward()
    optimizer.step()
    lr_ = base_lr * (1.0 - iter_num / max_iterations) ** 0.9
    for param_group in optimizer.param_groups:
        param_group['lr'] = lr_
    iter_num = iter_num + 1
    writer.add_scalar('info/lr', lr_, iter_num)
    writer.add_scalar('info/total_loss', loss, iter_num)
    writer.add_scalar('info/loss_ce', loss_ce, iter_num)
    writer.add_scalar('info/loss_dice', loss_dice, iter_num)
    logging.info('iteration %d : loss : %f, loss_ce: %f, loss_dice: %f' % (iter_num, loss.item(), loss_ce.item(), loss_dice.item()))
    writer.add_scalar('loss/loss', loss, iter_num)
    if iter_num % 20 == 0:
        image = volume_batch[0, 0:1, :, :, 20:61:10].permute(3, 0, 1, 2).repeat(1, 3, 1, 1)
        grid_image = make_grid(image, 5, normalize=True)
        writer.add_image('train/Image', grid_image, iter_num)
        image = outputs_soft[0, 1:2, :, :, 20:61:10].permute(3, 0, 1, 2).repeat(1, 3, 1, 1)
        grid_image = make_grid(image, 5, normalize=False)
        writer.add_image('train/Predicted_label', grid_image, iter_num)
        image = label_batch[0, :, :, 20:61:10].unsqueeze(0).permute(3, 0, 1, 2).repeat(1, 3, 1, 1)
        grid_image = make_grid(image, 5, normalize=False)
        writer.add_image('train/Groundtruth_label', grid_image, iter_num)
    if iter_num > 0 and iter_num % 200 == 0:
        model.eval()
        avg_metric = test_all_case(model, args.root_path, test_list='val.txt', num_classes=2, patch_size=args.patch_size, stride_xy=64, stride_z=64)
        if avg_metric[:, 0].mean() > best_performance:
            best_performance = avg_metric[:, 0].mean()
            save_mode_path = os.path.join(snapshot_path, 'iter_{}_dice_{}.pth'.format(iter_num, round(best_performance, 4)))
            save_best = os.path.join(snapshot_path, '{}_best_model.pth'.format(args.model))
            torch.save(model.state_dict(), save_mode_path)
            torch.save(model.state_dict(), save_best)
        writer.add_scalar('info/val_dice_score', avg_metric[0, 0], iter_num)
        writer.add_scalar('info/val_hd95', avg_metric[0, 1], iter_num)
        logging.info('iteration %d : dice_score : %f hd95 : %f' % (iter_num, avg_metric[0, 0].mean(), avg_metric[0, 1].mean()))
        model.train()
    if iter_num % 3000 == 0:
        save_mode_path = os.path.join(snapshot_path, 'iter_' + str(iter_num) + '.pth')
        torch.save(model.state_dict(), save_mode_path)
        logging.info('save model to {}'.format(save_mode_path))
    if iter_num >= max_iterations:
        break"
DetectoRS,https://github.com/joe-siyuan-qiao/DetectoRS/tree/master/mmdet/datasets/coco.py,CocoDataset,evaluate$290,"for (i, num) in enumerate(proposal_nums):
    eval_results['AR@{}'.format(num)] = ar[i]
    log_msg.append('\nAR@{}\t{:.4f}'.format(num, ar[i]))","for e_target in enumerate(proposal_nums):
    num = e_target[1]
    i = e_target[0]
    eval_results['AR@{}'.format(num)] = ar[i]
    log_msg.append('\nAR@{}\t{:.4f}'.format(num, ar[i]))"
galaxy,https://github.com/ansible/galaxy/tree/master/lib/galaxy/tools/parameters/meta.py,,expand_workflow_inputs$33,"for (key, value) in sorted(step.items()):
    if is_batch(value):
        nval = len(value['values'])
        if 'product' in value and value['product'] is True:
            product.append(value['values'])
            product_keys.append(ParamKey(step_id, key))
        else:
            if linked_n is None:
                linked_n = nval
            elif linked_n != nval or nval == 0:
                raise exceptions.RequestParameterInvalidException('Failed to match linked batch selections. Please select equal number of data files.')
            linked.append(value['values'])
            linked_keys.append(ParamKey(step_id, key))","for e_target in sorted(step.items()):
    value = e_target[1]
    key = e_target[0]
    if is_batch(value):
        nval = len(value['values'])
        if 'product' in value and value['product'] is True:
            product.append(value['values'])
            product_keys.append(ParamKey(step_id, key))
        else:
            if linked_n is None:
                linked_n = nval
            elif linked_n != nval or nval == 0:
                raise exceptions.RequestParameterInvalidException('Failed to match linked batch selections. Please select equal number of data files.')
            linked.append(value['values'])
            linked_keys.append(ParamKey(step_id, key))"
scrapy,https://github.com/scrapy/scrapy/tree/master/tests/test_responsetypes.py,ResponseTypesTest,test_from_headers$63,"for (source, cls) in mappings:
    source = Headers(source)
    retcls = responsetypes.from_headers(source)
    assert retcls is cls, f'{source} ==> {retcls} != {cls}'","for e_target in mappings:
    cls = e_target[1]
    source = e_target[0]
    source = Headers(source)
    retcls = responsetypes.from_headers(source)
    assert retcls is cls, f'{source} ==> {retcls} != {cls}'"
detect-secrets,https://github.com/Yelp/detect-secrets/tree/master/detect_secrets/core/scan.py,,scan_diff$165,"for (filename, lines) in _get_lines_from_diff(diff):
    yield from _process_line_based_plugins(lines, filename=filename)","for e_target in _get_lines_from_diff(diff):
    lines = e_target[1]
    filename = e_target[0]
    yield from _process_line_based_plugins(lines, filename=filename)"
VideoSuperResolution,https://github.com/LoSealL/VideoSuperResolution/tree/master/Tools/FastMetrics.py,,gen$44,"for (x, y) in zip(d1, d2):
    if x.is_file() and y.is_file():
        yield (x, y)
    else:
        print(f' [!] Found {x} v.s. {y} mismatch.')","for e_target in zip(d1, d2):
    y = e_target[1]
    x = e_target[0]
    if x.is_file() and y.is_file():
        yield (x, y)
    else:
        print(f' [!] Found {x} v.s. {y} mismatch.')"
python,https://github.com/zhanghe06/python/tree/master/kubernetes/client/api/core_v1_api.py,CoreV1Api,create_namespaced_binding_with_http_info$6494,"for (key, val) in six.iteritems(local_var_params['kwargs']):
    if key not in all_params:
        raise ApiTypeError(""Got an unexpected keyword argument '%s' to method create_namespaced_binding"" % key)
    local_var_params[key] = val","for e_target in six.iteritems(local_var_params['kwargs']):
    val = e_target[1]
    key = e_target[0]
    if key not in all_params:
        raise ApiTypeError(""Got an unexpected keyword argument '%s' to method create_namespaced_binding"" % key)
    local_var_params[key] = val"
deepvoice3_pytorch,https://github.com/r9y9/deepvoice3_pytorch/tree/master/vctk_preprocess/extract_feats.py,,replace_conflines$41,"for (n, l) in enumerate(conf):
    if l[:len(match)] == match:
        replace = n
        break","for e_target in enumerate(conf):
    l = e_target[1]
    n = e_target[0]
    if l[:len(match)] == match:
        replace = n
        break"
celery,https://github.com/celery/celery/tree/master/t/unit/tasks/test_tasks.py,test_tasks,assert_next_task_data_equal$855,"for (arg_name, arg_value) in kwargs.items():
    assert task_kwargs.get(arg_name) == arg_value","for e_target in kwargs.items():
    arg_value = e_target[1]
    arg_name = e_target[0]
    assert task_kwargs.get(arg_name) == arg_value"
jukebox,https://github.com/openai/jukebox/tree/master/apex/apex/optimizers/fp16_optimizer.py,FP16_Optimizer,load_state_dict$234,"for (current, saved) in zip(self.fp32_groups_flat, state_dict['fp32_groups_flat']):
    current.data.copy_(saved.data)","for e_target in zip(self.fp32_groups_flat, state_dict['fp32_groups_flat']):
    saved = e_target[1]
    current = e_target[0]
    current.data.copy_(saved.data)"
python,https://github.com/zhanghe06/python/tree/master/kubernetes/client/api/storage_v1beta1_api.py,StorageV1beta1Api,create_storage_class_with_http_info$463,"for (key, val) in six.iteritems(local_var_params['kwargs']):
    if key not in all_params:
        raise ApiTypeError(""Got an unexpected keyword argument '%s' to method create_storage_class"" % key)
    local_var_params[key] = val","for e_target in six.iteritems(local_var_params['kwargs']):
    val = e_target[1]
    key = e_target[0]
    if key not in all_params:
        raise ApiTypeError(""Got an unexpected keyword argument '%s' to method create_storage_class"" % key)
    local_var_params[key] = val"
mars,https://github.com/mars-project/mars/tree/master/mars/learn/contrib/pytorch/tests/test_dataset.py,,test_distributed_sampler$267,"for (_, (batch_data, batch_labels)) in enumerate(train_loader):
    assert len(batch_data[0]) == 32
    assert len(batch_labels[0]) == 10","for e_target in enumerate(train_loader):
    batch_labels = e_target[1][1]
    batch_data = e_target[1][0]
    _ = e_target[0]
    assert len(batch_data[0]) == 32
    assert len(batch_labels[0]) == 10"
