repo_name,file_html,cl,me,code,complicate_code,has_break,,
python-hunter,https://github.com/ionelmc/python-hunter/tree/master/src/hunter/predicates.py,Or,__call__$520,"for predicate in self.predicates:
    if predicate(event):
        return True
else:
    return False","for predicate in self.predicates:
    if predicate(event):
        return True

return False
",0,TRUE,
electrum,https://github.com/spesmilo/electrum/tree/master/electrum/transaction.py,Transaction,output_value_for_address$1035,"for o in self.outputs():
    if o.address == addr:
        return o.value
else:
    raise Exception('output not found', addr)","for o in self.outputs():
    if o.address == addr:
        return o.value

raise Exception('output not found', addr)
",0,TRUE,
pyOCD,https://github.com/pyocd/pyOCD/tree/master/pyocd/probe/pydapaccess/interface/pywinusb_backend.py,PyWinUSB,read$147,"while t_o.check():
    if len(self.rcv_data):
        break
    sleep(0)
else:
    raise DAPAccessIntf.DeviceError('Read timed out')","flag_else = 1

while t_o.check():
    if len(self.rcv_data):
        flag_else = 0
        break
    sleep(0)
if flag_else:
    raise DAPAccessIntf.DeviceError('Read timed out')",1,FALSE,
pyvisa,https://github.com/pyvisa/pyvisa/tree/master/pyvisa/highlevel.py,VisaLibraryBase,__new__$145,"for path in cls.get_library_paths():
    try:
        return cls(path)
    except OSError as e:
        logger.debug('Could not open VISA library %s: %s', path, str(e))
        errs.append(str(e))
    except Exception as e:
        errs.append(str(e))
else:
    raise OSError('Could not open VISA library:\n' + '\n'.join(errs))","for path in cls.get_library_paths():
    try:
        return cls(path)
    except OSError as e:
        logger.debug('Could not open VISA library %s: %s', path, str(e))
        errs.append(str(e))
    except Exception as e:
        errs.append(str(e))

raise OSError('Could not open VISA library:\n' + '\n'.join(errs))
",0,TRUE,
sympy,https://github.com/sympy/sympy/tree/master/sympy/assumptions/ask.py,,_extract_all_facts$308,"for literal in clause:
    if isinstance(literal.lit, AppliedPredicate) and len(literal.lit.arguments) == 1:
        if literal.lit.arg in exprs:
            args.append(Literal(literal.lit.function, literal.is_Not))
        else:
            break
else:
    if args:
        facts.add(frozenset(args))","flag_else = 1

for literal in clause:
    if isinstance(literal.lit, AppliedPredicate) and len(literal.lit.arguments) == 1:
        if literal.lit.arg in exprs:
            args.append(Literal(literal.lit.function, literal.is_Not))
        else:
            flag_else = 0
            break
if flag_else:
    if args:
        facts.add(frozenset(args))",1,FALSE,
glance,https://github.com/openstack/glance/tree/master/glance/db/simple/api.py,,metadef_object_get$1360,"for object in DATA['metadef_objects']:
    if object['namespace_id'] == namespace['id'] and object['name'] == object_name:
        return object
else:
    LOG.debug('The metadata definition object with name=%(name)s was not found in namespace=%(namespace_name)s.', {'name': object_name, 'namespace_name': namespace_name})
    raise exception.MetadefObjectNotFound(namespace_name=namespace_name, object_name=object_name)","for object in DATA['metadef_objects']:
    if object['namespace_id'] == namespace['id'] and object['name'] == object_name:
        return object

LOG.debug('The metadata definition object with name=%(name)s was not found in namespace=%(namespace_name)s.', {'name': object_name, 'namespace_name': namespace_name})
raise exception.MetadefObjectNotFound(namespace_name=namespace_name, object_name=object_name)
",0,TRUE,
dateutil,https://github.com/dateutil/dateutil/tree/master/src/dateutil/tz/tz.py,GettzFunc,nocache$1591,"for path in TZPATHS:
    filepath = os.path.join(path, filename)
    if os.path.isfile(filepath):
        break
else:
    continue","flag_else = 1

for path in TZPATHS:
    filepath = os.path.join(path, filename)
    if os.path.isfile(filepath):
        flag_else = 0
        break
if flag_else:
    continue",1,FALSE,
freeipa,https://github.com/freeipa/freeipa/tree/master/ipapython/ipaldap.py,LDAPClient,find_entries$1468,"for ctrl in res_ctrls:
    if isinstance(ctrl, SimplePagedResultsControl):
        cookie = ctrl.cookie
        break
else:
    cookie = ''","flag_else = 1

for ctrl in res_ctrls:
    if isinstance(ctrl, SimplePagedResultsControl):
        cookie = ctrl.cookie
        flag_else = 0
        break
if flag_else:
    cookie = ''",1,FALSE,
buildbot,https://github.com/buildbot/buildbot/tree/master/master/docs/bbdocs/ext.py,BBDomain,resolve_xref$355,"for idx in self.indices:
    if idx.name == target:
        break
else:
    raise KeyError(""no index named '{}'"".format(target))","flag_else = 1

for idx in self.indices:
    if idx.name == target:
        flag_else = 0
        break
if flag_else:
    raise KeyError(""no index named '{}'"".format(target))",1,FALSE,
s3fs,https://github.com/fsspec/s3fs/tree/master/s3fs/_version.py,,run_command$72,"for command in commands:
    try:
        dispcmd = str([command] + args)
        process = subprocess.Popen([command] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return (None, None)","flag_else = 1

for command in commands:
    try:
        dispcmd = str([command] + args)
        process = subprocess.Popen([command] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        flag_else = 0
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
if flag_else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return (None, None)",1,FALSE,
keepsake,https://github.com/replicate/keepsake/tree/master/python/keepsake/_vendor/yaml/representer.py,BaseRepresenter,represent_data$33,"for data_type in data_types:
    if data_type in self.yaml_multi_representers:
        node = self.yaml_multi_representers[data_type](self, data)
        break
else:
    if None in self.yaml_multi_representers:
        node = self.yaml_multi_representers[None](self, data)
    elif None in self.yaml_representers:
        node = self.yaml_representers[None](self, data)
    else:
        node = ScalarNode(None, str(data))","flag_else = 1

for data_type in data_types:
    if data_type in self.yaml_multi_representers:
        node = self.yaml_multi_representers[data_type](self, data)
        flag_else = 0
        break
if flag_else:
    if None in self.yaml_multi_representers:
        node = self.yaml_multi_representers[None](self, data)
    elif None in self.yaml_representers:
        node = self.yaml_representers[None](self, data)
    else:
        node = ScalarNode(None, str(data))",1,FALSE,
galaxy,https://github.com/ansible/galaxy/tree/master/lib/galaxy/jobs/runners/util/process_groups.py,,kill_pg$25,"for sig in [signal.SIGTERM, signal.SIGKILL]:
    try:
        os.killpg(pgid, sig)
    except OSError as e:
        if e.errno == errno.ESRCH:
            return
        log.warning('Got errno %s when sending signal %d to process group %d: %s', errno.errorcode[e.errno], sig, pgid, e.strerror)
    sleep(1)
    if not check_pg(pgid):
        log.debug('Processes in process group %d successfully killed with signal %d', pgid, sig)
        return
else:
    log.warning('Some process in process group %d refuses to die after signaling TERM/KILL', pgid)","for sig in [signal.SIGTERM, signal.SIGKILL]:
    try:
        os.killpg(pgid, sig)
    except OSError as e:
        if e.errno == errno.ESRCH:
            return
        log.warning('Got errno %s when sending signal %d to process group %d: %s', errno.errorcode[e.errno], sig, pgid, e.strerror)
    sleep(1)
    if not check_pg(pgid):
        log.debug('Processes in process group %d successfully killed with signal %d', pgid, sig)
        return

log.warning('Some process in process group %d refuses to die after signaling TERM/KILL', pgid)
",0,TRUE,
rpyc,https://github.com/tomerfiliba-org/rpyc/tree/master/rpyc/core/protocol.py,Connection,_serve_bound$454,"for thread in self._thread_pool:
    if not thread._event.is_set():
        self._receiving = False
        thread._event.set()
        break
else:
    self._receiving = False","flag_else = 1

for thread in self._thread_pool:
    if not thread._event.is_set():
        self._receiving = False
        thread._event.set()
        flag_else = 0
        break
if flag_else:
    self._receiving = False",1,FALSE,
vdirsyncer,https://github.com/pimutils/vdirsyncer/tree/master/vdirsyncer/vobject.py,_Component,__getitem__$343,"for line in iterlines:
    if line.startswith(prefix_without_params):
        rv = line[len(prefix_without_params):]
        break
    elif line.startswith(prefix_with_params):
        rv = line[len(prefix_with_params):].split(':', 1)[-1]
        break
else:
    raise KeyError()","flag_else = 1

for line in iterlines:
    if line.startswith(prefix_without_params):
        rv = line[len(prefix_without_params):]
        flag_else = 0
        break
    elif line.startswith(prefix_with_params):
        rv = line[len(prefix_with_params):].split(':', 1)[-1]
        flag_else = 0
        break
if flag_else:
    raise KeyError()",2,FALSE,
bugwarrior,https://github.com/ralphbean/bugwarrior/tree/master/bugwarrior/db.py,,find_taskwarrior_uuid$121,"for r in results[1:]:
    for k in key_list:
        if r[k] != results[0][k]:
            break
else:
    new_possibilities = set([new_possibilities.pop()])","for r in results[1:]:
    for k in key_list:
        if r[k] != results[0][k]:
            break

new_possibilities = set([new_possibilities.pop()])
",0,TRUE,
alembic,https://github.com/sqlalchemy/alembic/tree/master/alembic/util/pyfiles.py,,pyc_file_from_path$69,"for ext in importlib.machinery.BYTECODE_SUFFIXES:
    if os.path.exists(filepath + ext):
        return filepath + ext
else:
    return None","for ext in importlib.machinery.BYTECODE_SUFFIXES:
    if os.path.exists(filepath + ext):
        return filepath + ext

return None
",0,TRUE,
paramiko,https://github.com/paramiko/paramiko/tree/master/paramiko/sftp_server.py,SFTPServer,_check_file$293,"for x in alg_list:
    if x in _hash_class:
        algname = x
        alg = _hash_class[x]
        break
else:
    self._send_status(request_number, SFTP_FAILURE, 'No supported hash types found')
    return","flag_else = 1

for x in alg_list:
    if x in _hash_class:
        algname = x
        alg = _hash_class[x]
        flag_else = 0
        break
if flag_else:
    self._send_status(request_number, SFTP_FAILURE, 'No supported hash types found')
    return",1,FALSE,
MxShop,https://github.com/derek-zhang123/MxShop/tree/master/extra_apps/rest_framework/pagination.py,CursorPagination,get_next_link$590,"for item in reversed(self.page):
    position = self._get_position_from_instance(item, self.ordering)
    if position != compare:
        break
    compare = position
    offset += 1
else:
    if not self.has_previous:
        offset = self.page_size
        position = None
    elif self.cursor.reverse:
        offset = 0
        position = self.previous_position
    else:
        offset = self.cursor.offset + self.page_size
        position = self.previous_position","flag_else = 1

for item in reversed(self.page):
    position = self._get_position_from_instance(item, self.ordering)
    if position != compare:
        flag_else = 0
        break
    compare = position
    offset += 1
if flag_else:
    if not self.has_previous:
        offset = self.page_size
        position = None
    elif self.cursor.reverse:
        offset = 0
        position = self.previous_position
    else:
        offset = self.cursor.offset + self.page_size
        position = self.previous_position",1,FALSE,
